file,sample,date,param,time,conc
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.008985,0.1105
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.02721,0.110433
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.045435,0.110433
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.06366,0.110467
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.081883,0.110367
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.100135,0.110267
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.118333,0.110333
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.13656,0.110267
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.154783,0.110133
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.17301,0.110133
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.191235,0.110033
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.20946,0.110067
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.227683,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.245908,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.264133,0.110033
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.282358,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.300583,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.318805,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.337033,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.35526,0.1097
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.373482,0.109733
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.391708,0.1098
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.409933,0.109733
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.428158,0.109733
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.446383,0.109733
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.464605,0.109733
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.482833,0.109733
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.501057,0.109733
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.519308,0.109833
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.537505,0.109767
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.555733,0.109833
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.573958,0.1097
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.592183,0.1098
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.61041,0.109767
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.628633,0.1098
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.646858,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.665083,0.1098
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.68331,0.109867
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.701533,0.1098
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.719758,0.109767
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.737983,0.109867
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.756232,0.109733
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.774433,0.109833
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.792657,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.810882,0.109867
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.82911,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.847333,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.86556,0.109833
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.88399,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.902528,0.109867
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.920752,0.109833
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.938977,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.957203,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.975427,0.110033
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,0.993652,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.011878,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.030107,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.048332,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.066555,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.084783,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.103005,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.121232,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.139455,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.15768,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.175905,0.110067
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.19413,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.212355,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.230582,0.110067
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.248803,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.26703,0.110033
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.285255,0.110067
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.303482,0.110033
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.321703,0.110033
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.33993,0.1101
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.35818,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.376378,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.394603,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.41283,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.43105,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.449278,0.110033
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.467503,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.48573,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.503978,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.522178,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.540402,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.558627,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.576852,0.109967
